DEPTH,CILD,CALN,CALD,GR,ILD,ILM,LWTLB,NPLS,DPLS,RXRT,SFL,SP,DRHO,RHOB,PE
912,97.54,6.44,6.61,156.2,10.25,9.75,714.07,35.46,37.79,-17.03,12.72,140.28,0,2.06,2.66
912.5,96.8,6.43,6.6,137.61,10.33,9.73,738.36,28.39,23.71,-11.79,11.52,142.47,0,2.3,2.82
913,98.99,6.43,6.61,133.64,10.1,10.46,752.08,26.54,12.7,-16.61,12.43,145.8,0,2.49,3.02
913.5,101.97,6.43,6.6,131.5,9.81,11.55,754.67,28.5,8.36,-21.64,13.44,148.86,0,2.57,3.18
914,103.42,6.42,6.6,135.15,9.67,12.33,764.52,27.8,7.36,-22.97,13.65,150.61,0,2.58,3.26
914.5,101.76,6.42,6.6,149.75,9.83,12.27,777.17,26.86,6.47,-21.46,13.41,151.29,0.01,2.6,3.33
915,98.1,6.43,6.61,164.57,10.19,11.67,791.88,27.03,5.03,-19.38,13.28,151.28,0.01,2.62,3.32
915.5,94.99,6.42,6.61,171.5,10.53,11.12,803.01,26.71,4.63,-18.1,13.33,150.76,0.01,2.63,3.37
916,93.79,6.43,6.61,172.2,10.66,10.91,806.26,25.65,5.9,-17.3,13.27,149.79,0,2.61,3.57
916.5,95.13,6.41,6.61,170.77,10.51,10.94,804.45,25.68,7.05,-16.07,12.76,148.58,0,2.59,3.73
917,97.79,6.41,6.6,173.65,10.23,10.99,798.18,26.5,7.73,-13.61,11.83,147.67,0,2.58,3.71
917.5,100.25,6.41,6.61,181.01,9.98,10.98,792.14,27.05,9.11,-11.1,10.99,147.27,0,2.55,3.64
918,101.5,6.41,6.6,191.17,9.85,11,777.97,28.86,9.77,-10.98,10.83,147.09,-0.01,2.54,3.42
918.5,100.91,6.41,6.6,193.97,9.91,11.2,765.75,30.09,8.99,-13.84,11.53,146.81,0,2.56,3.1
919,98.45,6.4,6.6,187.99,10.16,11.63,746.28,29.12,7.66,-17.13,12.62,146.41,0,2.58,2.76
919.5,94.35,6.37,6.61,177.42,10.6,12.26,734.77,27.63,6.87,-18.35,13.46,145.98,0.01,2.59,2.6
920,89.47,6.34,6.6,167.24,11.18,13.02,724.03,26.16,6.38,-18.04,14.05,145.56,0.01,2.6,2.63
920.5,84.55,6.32,6.6,160.21,11.83,13.82,726.31,25.28,5.24,-17.46,14.64,145.2,0.01,2.62,2.86
921,80.77,6.31,6.61,152.61,12.38,14.5,731.74,26.01,2.95,-17.74,15.37,145,0.01,2.66,3.29
921.5,78.78,6.3,6.61,144.11,12.69,14.79,739.49,26.76,0.55,-19.7,16.42,144.84,0.01,2.7,3.88
922,78.97,6.28,6.61,133.53,12.66,14.46,742.64,26.21,-0.75,-21.89,17.17,144.56,0,2.72,4.42
922.5,81.38,6.25,6.61,122.81,12.29,13.52,748.81,25.56,0.03,-21.48,16.51,144.29,-0.01,2.71,4.62
923,86.06,6.24,6.61,124.03,11.62,12.29,755.54,25.87,2.69,-19.44,14.96,144.02,-0.02,2.66,4.36
923.5,93.04,6.24,6.6,136.81,10.75,11.04,768.63,27.03,5.6,-18.28,13.56,143.59,-0.02,2.61,4.01
924,101.66,6.24,6.61,151.13,9.84,9.87,777.83,29.11,6.96,-18.83,12.61,143.03,-0.01,2.59,3.59
924.5,111.88,6.24,6.61,159.43,8.94,8.82,782.5,31,7.62,-19.39,11.64,142.39,0,2.58,3.3
925,121.16,6.24,6.6,158.6,8.25,7.94,774.41,32.26,8.71,-17.39,10.34,141.69,0,2.56,3.24
925.5,129.6,6.24,6.61,156.5,7.72,7.29,765.48,32.25,10.04,-14.89,9.2,140.9,-0.01,2.54,3.37
926,137.46,6.23,6.61,155.52,7.28,6.88,759.57,31.72,10.06,-14.23,8.57,139.96,-0.01,2.54,3.48
926.5,144.38,6.21,6.61,153.59,6.93,6.68,763.5,31.64,9,-15.46,8.37,139.05,0,2.56,3.42
927,149.86,6.2,6.6,151.74,6.67,6.6,777.07,30.82,8.18,-17.69,8.46,138.47,0,2.57,3.3
927.5,153.46,6.19,6.61,152.7,6.52,6.58,781.75,30.55,8.28,-20.22,8.73,138.22,0,2.57,3.28
928,154.84,6.16,6.61,155.01,6.46,6.56,782.11,31.61,9.09,-22.62,9.11,138.32,0,2.55,3.3
928.5,153.75,6.13,6.6,156.5,6.5,6.51,770.55,32.59,10.27,-23.8,9.41,138.57,0,2.53,3.28
929,150.76,6.13,6.61,158.35,6.63,6.48,759.7,30.63,10.93,-22.81,9.38,138.73,0,2.52,3.38
929.5,147.9,6.13,6.6,159.76,6.76,6.51,753.95,28.5,10.26,-21,9.18,138.78,0.01,2.53,3.54
930,146.18,6.13,6.6,,6.84,6.64,755.79,29.94,9.12,-20.79,9.24,138.7,0.02,2.55,3.63
930.5,146.31,6.12,6.61,,6.83,6.83,750.22,32.3,8.47,-22.46,9.58,138.55,0.01,2.57,3.66
931,147.58,5.98,6.61,,6.78,7.02,755.6,33.9,8.01,-23.8,9.74,138.37,0,2.57,3.77
931.5,148.35,5.88,6.6,,6.74,7.09,739.05,35.27,8.04,-23.48,9.62,137.99,0,2.57,3.86
932,147.26,5.86,6.6,,6.79,7.06,717.18,35.88,8.86,-21.01,9.17,137.13,0,2.56,3.91
932.5,143.34,5.86,6.61,,6.98,7.02,691.42,36.25,9.8,-16.43,8.54,135.67,0,2.54,3.73
933,137.19,5.86,6.61,,7.29,7.16,685.55,35.66,9.99,-12.32,8.18,133.91,0,2.54,3.35
933.5,130.31,5.86,6.61,,7.67,7.63,707.47,35.15,9.85,-13.05,8.73,132.67,0,2.54,3.15
934,121.96,5.86,6.6,,8.2,8.59,739.79,35.63,9.96,-19.26,10.59,132.32,0,2.54,3.19
934.5,113.26,5.86,6.59,,8.83,10.09,761.38,35.31,10.08,-27.44,13.63,132.46,-0.01,2.54,3.28
935,104.16,5.86,6.57,,9.6,11.98,776.42,35.43,8.76,-32.76,16.74,132.47,0,2.56,3.17
935.5,93.52,5.86,6.56,,10.69,13.87,779.39,35.24,6.34,-32.79,18.57,132.04,0,2.6,3.11
936,84.04,5.86,6.53,,11.9,15.22,792.04,33.82,3.83,-29.09,18.85,131.12,0,2.64,3.25
936.5,77.04,5.86,6.51,,12.98,15.73,795.32,33.97,3.49,-23.91,18.2,130.02,0,2.65,3.44
937,73.37,5.86,6.45,,13.63,15.52,789.03,34.8,6.32,-19.45,17.3,128.82,0,2.6,3.53
937.5,73.88,,6.43,,13.53,14.86,783.53,,9.72,-17.33,16.86,127.35,0,2.54,3.3
938,77.27,,6.42,,12.94,14.01,776.23,,12.57,-16.69,15.93,125.59,0,2.5,3.11
938.5,82.57,,6.42,,12.11,13.13,774.64,,14.55,-17.05,15.07,123.77,0,2.46,3.13
939,88.05,,6.39,,11.36,12.32,778.92,,14.89,-18.29,14.54,122.24,0.02,2.46,3.23
939.5,92.75,,6.34,,10.78,11.63,785.8,,15.19,-20.51,14.51,121.06,0.03,2.45,3.24
940,96.07,,6.33,,10.41,11.11,785.72,,16.38,-22.62,14.69,120.15,0.03,2.43,3.1
940.5,98.11,,6.3,,10.19,10.78,783.07,,17.18,-23.3,14.61,119.32,0.04,2.42,2.88
941,98.97,,6.19,,10.1,10.67,764.07,,16.74,-22.53,14.25,118.37,0.06,2.42,2.67
941.5,98.66,,6.15,,10.14,10.78,748.85,,15.4,-21.2,13.89,117.28,0.07,2.45,2.58
942,97.26,,6.15,,10.28,11.05,723.08,,14.51,-19.73,13.64,115.96,0.08,2.46,2.58
942.5,94.74,,6.15,,10.56,11.41,695.95,,13.99,-18.24,13.55,114.28,0.1,2.47,2.61
943,92.05,,6.15,,10.86,11.8,669.57,,13.84,-17.31,13.66,112.42,0.11,2.47,2.69
943.5,89.37,,6.15,,11.19,12.18,653.38,,14.38,-17.03,13.97,110.8,0.11,2.46,2.81
944,87.27,,6.15,,11.46,12.53,651.86,,14.96,-17.49,14.42,109.73,0.1,2.45,2.86
944.5,85.48,,6.15,,11.7,12.82,667.51,,15.39,-17.93,14.84,109.11,0.09,2.45,2.83
945,83.67,,6.15,,11.95,13.03,687.97,,15.58,-17.85,15.12,108.55,0.09,2.44,2.79
945.5,81.86,,6.15,,12.22,13.23,710.53,,15.08,-17.42,15.3,107.8,0.1,2.45,2.76
946,79.91,,6.15,,12.51,13.47,723.09,,14.4,-17.09,15.55,106.99,0.11,2.46,2.75
946.5,77.92,,,,12.83,13.79,726.21,,14.47,-17.03,15.92,106.32,0.11,2.46,2.77
947,76.1,,,,13.14,14.19,721.74,,14.94,-17.12,16.32,105.94,0.11,2.45,2.78
947.5,74.36,,,,13.45,14.64,717.29,,,-17.24,16.73,105.77,,,
948,72.99,,,,13.7,15.13,715.63,,,-17.85,17.25,105.72,,,
948.5,72.16,,,,13.86,15.58,719.22,,,-19.22,17.95,105.58,,,
949,72.13,,,,13.86,15.86,728.9,,,-21.3,18.78,105.14,,,
949.5,72.78,,,,13.74,15.8,735.63,,,-23.18,19.41,104.57,,,
950,73.79,,,,13.55,15.33,746.76,,,-23.42,19.25,104.1,,,
950.5,74.91,,,,13.35,14.61,743.78,,,-21.7,18.27,103.56,,,
951,76.13,,,,13.14,13.9,737.41,,,-19.17,17.03,102.79,,,
951.5,77.35,,,,12.93,13.4,713.86,,,-17.33,16.13,101.74,,,
952,78.78,,,,12.69,13.21,693.51,,,-17.45,15.89,100.64,,,
952.5,80.5,,,,12.42,13.24,672.58,,,-19.76,16.35,99.62,,,
953,81.99,,,,12.2,13.33,661.69,,,-22.67,17.12,98.37,,,
953.5,82.84,,,,12.07,13.31,651.39,,,-24.25,17.55,96.75,,,
954,83.13,,,,12.03,13.13,651.9,,,-24.19,17.47,95.19,,,
954.5,82.97,,,,12.05,12.88,661.51,,,-23.54,17.25,93.87,,,
955,82.67,,,,12.1,12.69,688.37,,,-22.97,17.09,92.69,,,
955.5,82.41,,,,12.13,12.64,719.5,,,-22.25,16.87,91.37,,,
956,82.35,,,,12.14,12.71,749.49,,,-21.13,16.47,89.45,,,
956.5,82.39,,,,12.14,12.82,767.56,,,-18.37,15.52,86.41,,,
957,82.55,,,,12.11,12.91,777.81,,,-12.27,13.68,82.17,,,
957.5,82.46,,,,12.13,12.94,774.02,,,-3.23,11.59,77.96,,,
958,82.38,,,,12.14,12.93,767.99,,,3.73,10.32,75.32,,,
958.5,82.32,,,,12.15,12.9,760.98,,,5.65,10.03,73.94,,,
959,,,,,,,755.7,,,,10.05,72.41,,,
959.5,,,,,,,756.33,,,,9.8,70.07,,,
960,,,,,,,753.19,,,,9.02,66.88,,,
960.5,,,,,,,751.81,,,,8.1,62.75,,,
961,,,,,,,742.58,,,,7.36,57.72,,,
961.5,,,,,,,738.98,,,,6.88,51.6,,,
962,,,,,,,733.54,,,,6.64,44.05,,,
962.5,,,,,,,731.29,,,,6.57,34.32,,,
963,,,,,,,719.84,,,,6.55,22.73,,,
963.5,,,,,,,720.17,,,,6.55,13.61,,,
964,,,,,,,709.22,,,,6.55,16.62,,,
964.5,,,,,,,699.56,,,,6.55,39.26,,,
965,,,,,,,669.85,,,,6.55,71.76,,,
965.5,,,,,,,615.77,,,,6.55,96.66,,,
966,,,,,,,521.78,,,,6.55,108.33,,,
966.5,,,,,,,405.53,,,,6.55,111.78,,,
967,,,,,,,284.22,,,,6.55,112.27,,,
967.5,,,,,,,195.28,,,,,112.19,,,
968,,,,,,,138.7,,,,,112.13,,,
968.5,,,,,,,119.5,,,,,112.13,,,
969,,,,,,,102.05,,,,,112.19,,,
969.5,,,,,,,92.41,,,,,112.2,,,
970,,,,,,,86.01,,,,,112.11,,,
970.5,,,,,,,82.09,,,,,,,,
971,,,,,,,,,,,,,,,
971.5,,,,,,,,,,,,,,,
